date,number_commits
2016-11-28T23:54:51Z,1
2016-12-01T20:11:13Z,1
2016-12-02T18:42:53Z,1
2016-12-02T19:36:13Z,1
2016-12-03T17:57:19Z,1
2016-12-07T22:49:55Z,1
2016-12-07T22:51:10Z,1
2016-12-08T06:02:42Z,1
2016-12-19T20:26:49Z,1
2016-12-20T01:39:00Z,1
2016-12-21T18:51:52Z,1
2016-12-23T09:48:19Z,1
2017-01-09T19:23:30Z,1
2017-01-09T19:23:46Z,1
2017-01-09T19:36:30Z,1
2017-01-09T19:48:24Z,1
2017-01-10T01:19:30Z,1
2017-01-10T12:31:56Z,1
2017-01-10T21:54:40Z,1
2017-01-18T06:06:10Z,1
2017-01-19T01:44:51Z,1
2017-01-19T19:14:48Z,1
2017-01-20T21:40:08Z,1
2017-01-20T23:00:28Z,1
2017-01-20T23:00:42Z,1
2017-01-21T19:51:10Z,1
2017-01-23T20:05:54Z,1
2017-01-30T17:59:39Z,1
2017-01-30T22:37:50Z,1
2017-01-31T23:16:50Z,1
2017-02-02T22:34:27Z,1
2017-02-02T22:38:37Z,1
2017-02-02T23:02:11Z,1
2017-02-07T02:52:39Z,1
2017-02-07T20:37:51Z,1
2017-02-07T21:59:26Z,1
2017-02-08T02:09:07Z,1
2017-02-08T18:26:53Z,1
2017-02-09T02:20:54Z,1
2017-02-10T01:49:22Z,1
2017-02-13T20:24:46Z,1
2017-02-14T05:57:48Z,1
2017-02-14T17:44:14Z,1
2017-02-14T21:03:42Z,1
2017-02-15T02:23:05Z,1
2017-02-15T20:23:51Z,1
2017-02-15T20:54:42Z,1
2017-02-15T20:55:00Z,1
2017-02-15T23:41:54Z,1
2017-02-16T20:48:41Z,1
2017-02-17T21:13:40Z,1
2017-02-17T22:59:05Z,1
2017-02-17T23:55:28Z,1
2017-02-18T00:28:42Z,1
2017-02-18T05:06:49Z,1
2017-02-18T15:34:54Z,1
2017-02-21T19:55:39Z,1
2017-02-22T17:41:33Z,1
2017-02-23T16:16:34Z,1
2017-02-23T16:16:55Z,1
2017-02-23T16:26:38Z,1
2017-02-24T18:28:41Z,1
2017-02-24T21:02:49Z,1
2017-02-24T22:14:09Z,1
2017-02-24T22:19:43Z,1
2017-02-24T22:56:01Z,1
2017-02-24T23:50:41Z,1
2017-02-24T23:57:40Z,1
2017-02-26T01:23:05Z,1
2017-02-26T03:13:22Z,1
2017-02-27T17:52:13Z,1
2017-02-28T00:31:06Z,1
2017-03-01T01:37:52Z,1
2017-03-01T15:30:58Z,1
2017-03-01T18:29:37Z,1
2017-03-01T18:58:55Z,1
2017-03-01T21:52:07Z,1
2017-03-01T22:08:45Z,1
2017-03-01T22:09:26Z,1
2017-03-01T23:54:39Z,1
2017-03-02T02:05:09Z,1
2017-03-02T03:01:01Z,1
2017-03-02T05:01:38Z,1
2017-03-02T05:27:32Z,1
2017-03-02T20:04:43Z,1
2017-03-02T20:05:34Z,1
2017-03-02T23:20:38Z,1
2017-03-04T00:48:05Z,1
2017-03-05T17:55:43Z,1
2017-03-06T05:45:21Z,1
2017-03-07T00:03:00Z,1
2017-03-07T19:35:26Z,1
2017-03-09T23:36:46Z,1
2017-03-10T16:20:24Z,1
2017-03-10T18:18:08Z,1
2017-03-10T19:19:45Z,1
2017-03-10T22:38:40Z,1
2017-03-11T00:23:21Z,1
2017-03-11T00:52:21Z,1
2017-03-13T05:31:06Z,1
2017-03-14T22:24:40Z,1
2017-03-17T06:36:57Z,1
2017-03-20T00:15:51Z,1
2017-03-22T17:12:32Z,1
2017-03-23T16:36:24Z,1
2017-03-23T16:37:28Z,1
2017-03-23T16:38:35Z,1
2017-03-23T18:06:14Z,1
2017-03-23T19:08:40Z,1
2017-03-23T20:53:19Z,1
2017-03-24T17:07:20Z,1
2017-03-24T21:30:15Z,1
2017-03-24T22:14:42Z,1
2017-03-24T22:15:01Z,1
2017-03-24T23:05:28Z,1
2017-03-30T18:25:11Z,1
2017-03-30T22:01:15Z,1
2017-03-31T02:09:23Z,1
2017-03-31T02:14:13Z,1
2017-03-31T03:22:05Z,1
2017-03-31T04:54:57Z,1
2017-03-31T04:55:56Z,1
2017-04-01T16:02:13Z,1
2017-04-01T16:02:34Z,1
2017-04-03T20:58:03Z,1
2017-04-04T17:51:01Z,1
2017-04-04T19:44:12Z,1
2017-04-05T17:13:40Z,1
2017-04-05T23:14:04Z,1
2017-04-06T15:46:13Z,1
2017-04-06T15:47:25Z,1
2017-04-06T19:19:04Z,1
2017-04-06T22:50:21Z,1
2017-04-07T00:41:29Z,1
2017-04-07T17:57:43Z,1
2017-04-10T06:03:14Z,1
2017-04-10T22:36:22Z,1
2017-04-12T01:10:30Z,1
2017-04-12T17:25:17Z,1
2017-04-12T17:33:00Z,1
2017-04-12T21:44:29Z,1
2017-04-12T21:45:22Z,1
2017-04-13T17:43:20Z,1
2017-04-13T17:43:35Z,1
2017-04-14T00:54:43Z,1
2017-04-17T00:50:59Z,1
2017-04-17T19:22:16Z,1
2017-04-17T21:06:48Z,1
2017-04-17T21:07:13Z,1
2017-04-19T16:42:43Z,1
2017-04-19T16:52:26Z,1
2017-04-19T19:42:26Z,1
2017-04-19T20:31:08Z,1
2017-04-20T19:14:39Z,1
2017-04-20T20:22:24Z,1
2017-04-21T00:03:29Z,1
2017-04-21T00:25:50Z,1
2017-04-21T18:40:32Z,1
2017-04-21T20:54:27Z,1
2017-04-21T21:26:53Z,1
2017-04-24T17:37:49Z,1
2017-04-24T19:00:41Z,1
2017-04-24T20:37:45Z,1
2017-04-25T00:48:39Z,1
2017-04-25T04:35:28Z,1
2017-04-25T17:50:14Z,1
2017-04-25T20:27:02Z,1
2017-05-01T05:45:42Z,1
2017-05-01T05:46:12Z,1
2017-05-01T07:20:16Z,1
2017-05-02T01:53:14Z,1
2017-05-02T23:49:08Z,1
2017-05-02T23:55:07Z,1
2017-05-03T19:19:40Z,1
2017-05-06T00:20:10Z,1
2017-05-06T00:21:56Z,1
2017-05-12T22:19:24Z,1
2017-05-12T22:20:00Z,1
2017-05-12T22:38:58Z,1
2017-05-12T22:56:35Z,1
2017-05-12T23:35:51Z,1
2017-05-13T01:31:10Z,1
2017-05-14T05:03:49Z,1
2017-05-14T05:55:22Z,1
2017-05-15T22:32:59Z,1
2017-05-15T22:56:51Z,1
2017-05-15T23:12:47Z,1
2017-05-16T16:39:32Z,1
2017-05-16T17:22:30Z,1
2017-05-16T23:32:27Z,1
2017-05-17T01:36:32Z,1
2017-05-17T17:24:25Z,1
2017-05-17T17:25:29Z,1
2017-05-17T23:27:28Z,1
2017-05-18T18:51:57Z,1
2017-05-18T18:53:17Z,1
2017-05-19T02:33:03Z,1
2017-05-22T22:46:09Z,1
2017-05-22T23:40:19Z,1
2017-05-23T18:48:16Z,1
2017-05-23T18:49:03Z,1
2017-05-26T00:29:43Z,1
2017-05-26T16:56:58Z,1
2017-05-26T16:58:16Z,1
2017-05-26T16:58:35Z,1
2017-05-26T19:50:46Z,1
2017-05-31T01:10:20Z,1
2017-06-01T04:34:51Z,1
2017-06-01T07:15:04Z,1
2017-06-01T17:07:41Z,1
2017-06-02T20:13:51Z,1
2017-06-02T21:33:23Z,1
2017-06-02T23:00:13Z,1
2017-06-05T14:01:53Z,1
2017-06-06T23:09:09Z,1
2017-06-07T18:39:54Z,1
2017-06-07T22:29:48Z,1
2017-06-08T05:51:59Z,1
2017-06-08T05:52:36Z,1
2017-06-08T17:35:53Z,1
2017-06-08T17:43:05Z,1
2017-06-09T18:49:43Z,1
2017-06-09T20:30:28Z,1
2017-06-09T21:08:51Z,1
2017-06-09T21:28:55Z,1
2017-06-09T21:33:17Z,1
2017-06-09T21:48:03Z,1
2017-06-09T22:13:52Z,1
2017-06-09T23:34:17Z,1
2017-06-12T23:09:05Z,1
2017-06-12T23:26:10Z,1
2017-06-13T23:30:56Z,1
2017-06-14T19:45:25Z,1
2017-06-15T00:11:48Z,1
2017-06-15T07:09:49Z,1
2017-06-15T20:12:07Z,1
2017-06-15T23:24:30Z,1
2017-06-15T23:26:32Z,1
2017-06-16T19:27:44Z,1
2017-06-17T01:40:03Z,1
2017-06-17T01:41:18Z,1
2017-06-17T20:27:17Z,1
2017-06-18T01:23:51Z,1
2017-06-18T14:40:44Z,1
2017-06-18T14:41:35Z,1
2017-06-19T17:36:11Z,1
2017-06-19T19:17:52Z,1
2017-06-20T00:35:56Z,1
2017-06-20T00:39:29Z,1
2017-06-20T01:06:00Z,1
2017-06-20T06:18:43Z,1
2017-06-20T16:41:46Z,1
2017-06-20T18:30:04Z,1
2017-06-20T18:30:59Z,1
2017-06-20T19:18:48Z,1
2017-06-20T19:23:12Z,1
2017-06-20T21:16:23Z,1
2017-06-21T00:00:25Z,1
2017-06-21T00:34:29Z,1
2017-06-21T04:59:50Z,1
2017-06-21T16:55:08Z,1
2017-06-21T18:33:06Z,1
2017-06-21T22:34:05Z,1
2017-06-22T04:57:15Z,1
2017-06-22T22:18:29Z,1
2017-06-22T23:27:33Z,1
2017-06-22T23:48:56Z,1
2017-06-23T01:08:08Z,1
2017-06-23T18:22:49Z,1
2017-06-23T18:28:42Z,1
2017-06-23T18:35:00Z,1
2017-06-23T20:37:07Z,1
2017-06-23T22:15:20Z,1
2017-06-25T01:42:32Z,1
2017-06-25T01:50:03Z,1
2017-06-26T17:53:38Z,1
2017-06-26T23:24:32Z,1
2017-06-26T23:37:28Z,1
2017-06-27T21:53:58Z,1
2017-06-27T22:08:44Z,1
2017-06-28T22:37:00Z,1
2017-06-28T23:41:42Z,1
2017-06-30T00:08:46Z,1
2017-06-30T06:05:56Z,1
2017-06-30T06:17:15Z,1
2017-06-30T16:36:09Z,1
2017-06-30T16:57:20Z,1
2017-06-30T22:28:39Z,1
2017-07-05T17:27:23Z,1
2017-07-05T19:58:20Z,1
2017-07-06T01:39:17Z,1
2017-07-06T22:08:11Z,1
2017-07-07T22:43:16Z,1
2017-07-07T23:03:41Z,1
2017-07-07T23:39:25Z,1
2017-07-10T22:00:47Z,1
2017-07-11T18:17:46Z,1
2017-07-11T19:08:59Z,1
2017-07-11T23:58:36Z,1
2017-07-12T23:05:11Z,1
2017-07-12T23:11:32Z,1
2017-07-13T17:18:31Z,1
2017-07-13T20:50:44Z,1
2017-07-13T22:42:36Z,1
2017-07-13T23:40:09Z,1
2017-07-14T00:40:08Z,1
2017-07-15T00:58:53Z,1
2017-07-17T19:24:38Z,1
2017-07-17T20:35:10Z,1
2017-07-17T21:13:48Z,1
2017-07-18T00:34:33Z,1
2017-07-18T07:20:45Z,1
2017-07-18T23:32:09Z,1
2017-07-19T02:18:13Z,1
2017-07-19T05:04:41Z,1
2017-07-20T00:17:59Z,1
2017-07-20T06:21:12Z,1
2017-07-21T17:44:56Z,1
2017-07-21T19:56:27Z,1
2017-07-21T21:51:13Z,1
2017-07-24T19:23:34Z,1
2017-07-24T20:42:08Z,1
2017-07-24T22:17:36Z,1
2017-07-25T01:13:27Z,1
2017-07-25T07:03:03Z,1
2017-07-25T18:00:07Z,1
2017-07-25T18:19:12Z,1
2017-07-25T19:00:26Z,1
2017-07-25T21:21:08Z,1
2017-07-25T23:42:44Z,1
2017-07-26T18:17:06Z,1
2017-07-27T00:30:15Z,1
2017-07-27T05:55:39Z,1
2017-07-27T20:09:12Z,1
2017-07-28T06:50:23Z,1
2017-07-28T19:46:31Z,1
2017-07-28T21:05:55Z,1
2017-07-28T22:08:56Z,1
2017-07-29T00:24:46Z,1
2017-07-29T05:39:07Z,1
2017-07-29T17:06:54Z,1
2017-07-31T17:11:21Z,1
2017-07-31T19:11:07Z,1
2017-08-01T18:02:50Z,1
2017-08-01T19:22:46Z,1
2017-08-01T21:52:45Z,1
2017-08-02T04:54:35Z,1
2017-08-02T22:14:50Z,1
2017-08-03T00:37:57Z,1
2017-08-03T06:11:55Z,1
2017-08-03T07:01:23Z,1
2017-08-03T07:26:10Z,1
2017-08-03T23:54:58Z,1
2017-08-05T02:07:09Z,1
2017-08-07T06:42:28Z,1
2017-08-07T17:06:35Z,1
2017-08-07T17:07:06Z,1
2017-08-07T17:07:58Z,1
2017-08-07T17:08:34Z,1
2017-08-07T19:18:30Z,1
2017-08-07T21:26:48Z,1
2017-08-07T21:27:05Z,1
2017-08-08T00:22:37Z,1
2017-08-08T10:32:12Z,1
2017-08-08T13:52:06Z,1
2017-08-08T14:33:26Z,1
2017-08-08T18:01:03Z,1
2017-08-08T20:42:40Z,1
2017-08-08T22:07:52Z,1
2017-08-09T06:27:48Z,1
2017-08-09T06:28:04Z,1
2017-08-09T17:31:35Z,1
2017-08-09T17:31:54Z,1
2017-08-09T18:18:51Z,1
2017-08-09T18:45:24Z,1
2017-08-10T02:21:58Z,1
2017-08-10T17:08:26Z,1
2017-08-10T17:50:11Z,1
2017-08-10T19:50:13Z,1
2017-08-11T03:21:56Z,1
2017-08-11T20:49:44Z,1
2017-08-12T15:11:10Z,1
2017-08-12T15:11:39Z,1
2017-08-14T17:03:53Z,1
2017-08-14T17:27:39Z,1
2017-08-14T21:14:49Z,1
2017-08-15T20:12:53Z,1
2017-08-15T21:32:37Z,1
2017-08-15T21:33:21Z,1
2017-08-15T21:34:05Z,1
2017-08-15T23:01:02Z,1
2017-08-17T00:34:32Z,1
2017-08-17T17:13:34Z,1
2017-08-17T17:20:28Z,1
2017-08-18T20:51:00Z,1
2017-08-18T20:51:20Z,1
2017-08-21T22:37:53Z,1
2017-08-22T15:50:26Z,1
2017-08-22T15:51:37Z,1
2017-08-22T19:01:21Z,1
2017-08-22T21:01:21Z,1
2017-08-22T22:04:11Z,1
2017-08-23T00:34:21Z,1
2017-08-25T01:02:57Z,1
2017-08-26T00:45:39Z,1
2017-08-29T01:13:40Z,1
2017-08-29T17:42:12Z,1
2017-08-30T00:35:37Z,1
2017-08-30T18:13:39Z,1
2017-08-31T17:27:25Z,1
2017-08-31T17:27:49Z,1
2017-08-31T19:51:47Z,1
2017-09-01T14:21:54Z,1
2017-09-01T17:58:52Z,1
2017-09-01T18:56:37Z,1
2017-09-05T21:31:07Z,1
2017-09-05T21:56:51Z,1
2017-09-06T01:10:49Z,1
2017-09-06T05:28:08Z,1
2017-09-08T03:51:23Z,1
2017-09-08T18:38:27Z,1
2017-09-12T03:53:22Z,1
2017-09-12T19:01:45Z,1
2017-09-12T19:09:18Z,1
2017-09-13T00:02:32Z,1
2017-09-13T00:49:29Z,1
2017-09-13T20:04:09Z,1
2017-09-13T22:28:05Z,1
2017-09-13T22:29:02Z,1
2017-09-13T22:30:00Z,1
2017-09-13T23:44:40Z,1
2017-09-14T20:03:52Z,1
2017-09-14T20:04:33Z,1
2017-09-15T18:51:28Z,1
2017-09-15T21:13:59Z,1
2017-09-15T23:52:16Z,1
2017-09-16T05:31:36Z,1
2017-09-17T02:25:59Z,1
2017-09-18T22:47:40Z,1
2017-09-18T22:48:14Z,1
2017-09-18T23:30:04Z,1
2017-09-19T19:33:27Z,1
2017-09-19T23:28:26Z,1
2017-09-20T00:51:48Z,1
2017-09-20T18:40:08Z,1
2017-09-20T21:49:09Z,1
2017-09-21T00:05:28Z,1
2017-09-21T00:23:54Z,1
2017-09-21T02:05:59Z,1
2017-09-21T02:50:29Z,1
2017-09-21T04:15:40Z,1
2017-09-21T20:14:11Z,1
2017-09-22T00:13:55Z,1
2017-09-24T17:57:07Z,1
2017-09-25T14:46:40Z,1
2017-09-26T00:55:38Z,1
2017-09-26T05:14:01Z,1
2017-09-26T13:12:55Z,1
2017-09-26T13:13:13Z,1
2017-09-26T22:24:10Z,1
2017-09-27T04:36:17Z,1
2017-09-28T18:35:25Z,1
2017-09-29T14:17:28Z,1
2017-09-30T05:51:11Z,1
2017-09-30T06:01:17Z,1
2017-10-01T14:58:20Z,1
2017-10-03T17:18:07Z,1
2017-10-03T18:24:21Z,1
2017-10-03T23:56:44Z,1
2017-10-04T00:50:04Z,1
2017-10-04T17:17:34Z,1
2017-10-05T22:53:43Z,1
2017-10-06T19:26:20Z,1
2017-10-07T15:57:03Z,1
2017-10-07T17:34:04Z,1
2017-10-07T17:34:51Z,1
2017-10-07T17:35:24Z,1
2017-10-10T17:49:27Z,1
2017-10-10T17:52:12Z,1
2017-10-12T03:22:26Z,1
2017-10-13T15:45:12Z,1
2017-10-13T19:04:45Z,1
2017-10-17T07:03:51Z,1
2017-10-17T07:13:44Z,1
2017-10-17T18:28:55Z,1
2017-10-17T20:14:07Z,1
2017-10-17T22:20:49Z,1
2017-10-18T00:40:27Z,1
2017-10-18T04:11:50Z,1
2017-10-18T06:02:18Z,1
2017-10-18T06:02:45Z,1
2017-10-20T16:36:18Z,1
2017-10-20T17:02:06Z,1
2017-10-20T17:02:27Z,1
2017-10-20T23:49:15Z,1
2017-10-24T05:07:10Z,1
2017-10-24T15:11:26Z,1
2017-10-24T15:13:06Z,1
2017-10-24T16:29:07Z,1
2017-10-24T18:09:42Z,1
2017-10-24T18:49:36Z,1
2017-10-24T20:38:16Z,1
2017-10-25T01:26:47Z,1
2017-10-25T01:27:15Z,1
2017-10-26T18:01:36Z,1
2017-10-26T18:34:04Z,1
2017-10-26T19:40:50Z,1
2017-10-26T21:02:37Z,1
2017-10-26T21:56:02Z,1
2017-10-26T23:22:33Z,1
2017-10-27T16:58:24Z,1
2017-10-27T23:51:52Z,1
2017-10-28T00:59:56Z,1
2017-10-28T03:05:07Z,1
2017-10-30T04:57:09Z,1
2017-10-30T17:29:23Z,1
2017-10-31T04:04:00Z,1
2017-10-31T05:31:32Z,1
2017-10-31T20:14:57Z,1
2017-10-31T21:44:35Z,1
2017-11-01T07:35:25Z,1
2017-11-03T00:24:58Z,1
2017-11-03T17:39:57Z,1
2017-11-03T22:09:23Z,1
2017-11-03T22:27:08Z,1
2017-11-03T22:45:53Z,1
2017-11-04T16:37:35Z,1
2017-11-06T17:46:20Z,1
2017-11-06T20:58:14Z,1
2017-11-07T17:24:15Z,1
2017-11-07T21:43:49Z,1
2017-11-08T17:58:11Z,1
2017-11-08T18:00:14Z,1
2017-11-09T21:18:14Z,1
2017-11-10T06:07:22Z,1
2017-11-14T00:10:21Z,1
2017-11-14T19:36:49Z,1
2017-11-14T22:08:04Z,1
2017-11-15T05:47:47Z,1
2017-11-16T00:16:03Z,1
2017-11-16T20:25:12Z,1
2017-11-16T23:07:33Z,1
2017-11-17T21:22:13Z,1
2017-11-17T22:37:58Z,1
2017-11-19T14:57:14Z,1
2017-11-20T21:44:53Z,1
2017-11-20T23:00:15Z,1
2017-11-21T02:07:38Z,1
2017-11-21T05:40:01Z,1
2017-11-22T01:30:13Z,1
2017-11-24T17:00:28Z,1
2017-11-24T17:01:02Z,1
2017-11-28T05:58:12Z,1
2017-11-28T06:40:56Z,1
2017-11-28T18:58:07Z,1
2017-11-29T02:32:43Z,1
2017-11-29T05:37:48Z,1
2017-11-29T15:07:27Z,1
2017-11-29T20:07:40Z,1
2017-11-30T00:07:29Z,1
2017-11-30T01:41:07Z,1
2017-11-30T23:01:54Z,1
2017-12-03T06:27:39Z,1
2017-12-05T18:58:55Z,1
2017-12-05T19:59:27Z,1
2017-12-05T20:48:56Z,1
2017-12-05T20:52:28Z,1
2017-12-06T05:18:39Z,1
2017-12-06T08:00:19Z,1
2017-12-06T09:18:25Z,1
2017-12-06T18:43:54Z,1
2017-12-06T19:46:01Z,1
2017-12-07T04:35:44Z,1
2017-12-07T08:06:43Z,1
2017-12-07T08:07:00Z,1
2017-12-09T02:39:49Z,1
2017-12-10T21:47:44Z,1
2017-12-11T18:20:25Z,1
2017-12-11T19:29:47Z,1
2017-12-11T21:44:57Z,1
2017-12-11T22:04:38Z,1
2017-12-12T01:42:49Z,1
2017-12-12T19:19:33Z,1
2017-12-12T23:20:51Z,1
2017-12-13T00:27:26Z,1
2017-12-13T01:08:00Z,1
2017-12-13T01:58:53Z,1
2017-12-13T17:40:52Z,1
2017-12-13T21:30:45Z,1
2017-12-14T00:55:24Z,1
2017-12-15T18:19:49Z,1
2017-12-16T00:03:07Z,1
2017-12-18T18:04:55Z,1
2017-12-18T18:38:57Z,1
2017-12-18T22:11:26Z,1
2017-12-18T22:40:56Z,1
2017-12-18T22:49:24Z,1
2017-12-18T23:15:15Z,1
2017-12-19T00:06:41Z,1
2017-12-19T00:34:34Z,1
2017-12-19T00:43:20Z,1
2017-12-19T02:24:23Z,1
2017-12-19T03:22:06Z,1
2017-12-19T03:31:56Z,1
2017-12-19T11:45:26Z,1
2017-12-19T12:13:12Z,1
2017-12-19T13:04:02Z,1
2017-12-19T13:56:06Z,1
2017-12-19T17:55:19Z,1
2017-12-19T19:18:33Z,1
2017-12-19T22:26:13Z,1
2017-12-19T23:03:34Z,1
2017-12-19T23:48:35Z,1
2017-12-20T00:04:06Z,1
2017-12-20T01:44:41Z,1
2017-12-20T02:38:23Z,1
2017-12-20T18:35:49Z,1
2017-12-20T18:36:45Z,1
2017-12-20T20:30:47Z,1
2017-12-21T02:24:26Z,1
2017-12-21T03:04:38Z,1
2017-12-21T07:13:05Z,1
2017-12-21T08:04:25Z,1
2017-12-21T10:52:17Z,1
2017-12-21T22:00:03Z,1
2017-12-21T22:23:41Z,1
2017-12-21T22:38:15Z,1
2017-12-21T22:46:38Z,1
2017-12-21T23:00:03Z,1
2017-12-21T23:13:49Z,1
2017-12-21T23:44:40Z,1
2017-12-22T00:58:01Z,1
2017-12-22T00:58:31Z,1
2017-12-22T01:11:07Z,1
2017-12-22T02:37:06Z,1
2017-12-22T03:12:48Z,1
2017-12-22T14:38:31Z,1
2017-12-22T14:39:14Z,1
2017-12-22T14:39:49Z,1
2017-12-22T19:36:23Z,1
2017-12-22T22:48:14Z,1
2017-12-22T23:39:55Z,1
2017-12-27T01:32:52Z,1
2017-12-27T03:13:25Z,1
2017-12-27T21:22:14Z,1
2017-12-27T21:35:09Z,1
2017-12-28T10:40:22Z,1
2017-12-29T18:34:22Z,1
2018-01-02T07:14:01Z,1
2018-01-02T07:14:16Z,1
2018-01-02T08:37:05Z,1
2018-01-02T08:45:15Z,1
2018-01-02T08:47:13Z,1
2018-01-02T08:49:10Z,1
2018-01-02T10:29:14Z,1
2018-01-02T17:42:35Z,1
2018-01-02T18:44:48Z,1
2018-01-02T18:59:50Z,1
2018-01-02T19:48:33Z,1
2018-01-02T20:14:41Z,1
2018-01-02T22:31:05Z,1
2018-01-02T23:49:54Z,1
2018-01-03T01:04:24Z,1
2018-01-03T01:32:46Z,1
2018-01-03T02:57:15Z,1
2018-01-03T19:15:53Z,1
2018-01-03T20:00:00Z,1
2018-01-03T20:28:01Z,1
2018-01-03T20:34:18Z,1
2018-01-03T22:20:16Z,1
2018-01-03T23:24:34Z,1
2018-01-03T23:31:02Z,1
2018-01-04T06:08:52Z,1
2018-01-04T06:38:31Z,1
2018-01-04T06:54:33Z,1
2018-01-04T08:21:03Z,1
2018-01-04T11:05:09Z,1
2018-01-04T13:23:03Z,1
2018-01-04T17:18:09Z,1
2018-01-04T18:24:12Z,1
2018-01-04T18:48:31Z,1
2018-01-04T22:10:17Z,1
2018-01-04T22:27:47Z,1
2018-01-04T22:53:26Z,1
2018-01-04T23:43:04Z,1
2018-01-05T00:01:27Z,1
2018-01-05T00:12:56Z,1
2018-01-05T00:27:58Z,1
2018-01-05T00:56:12Z,1
2018-01-05T01:10:04Z,1
2018-01-05T09:24:14Z,1
2018-01-05T17:39:27Z,1
2018-01-05T18:41:33Z,1
2018-01-05T19:29:05Z,1
2018-01-05T20:12:32Z,1
2018-01-05T21:07:59Z,1
2018-01-05T21:23:36Z,1
2018-01-05T21:44:33Z,1
2018-01-06T01:17:58Z,1
2018-01-06T11:29:27Z,1
2018-01-06T20:51:49Z,1
2018-01-07T10:03:25Z,1
2018-01-07T10:04:51Z,1
2018-01-08T18:24:51Z,1
2018-01-08T18:25:11Z,1
2018-01-08T18:37:51Z,1
2018-01-08T23:02:57Z,1
2018-01-09T01:49:02Z,1
2018-01-09T02:46:26Z,1
2018-01-09T02:50:29Z,1
2018-01-09T07:13:39Z,1
2018-01-09T09:07:15Z,1
2018-01-09T09:21:20Z,1
2018-01-09T18:18:35Z,1
2018-01-09T18:37:57Z,1
2018-01-09T18:43:18Z,1
