timestamp,release_name
1245643811,refs/tags/release-0.1.0
1245643811,refs/tags/release-0.1.1
1245643811,refs/tags/release-0.10.0
1245643811,refs/tags/release-0.10.1
1245643811,refs/tags/release-0.11.0
1245643811,refs/tags/release-0.11.1
1245643811,refs/tags/release-0.11.2
1245643811,refs/tags/release-0.12.0
1245643811,refs/tags/release-0.12.1
1245643811,refs/tags/release-0.12.3
1245643811,refs/tags/release-0.13.0
1245643811,refs/tags/release-0.13.1
1245643811,refs/tags/release-0.14.0
1245643811,refs/tags/release-0.14.1
1245643811,refs/tags/release-0.14.2
1245643811,refs/tags/release-0.14.3
1245643811,refs/tags/release-0.14.4
1245643811,refs/tags/release-0.15.0
1245643811,refs/tags/release-0.15.1
1245643811,refs/tags/release-0.15.2
1245643811,refs/tags/release-0.15.3
1245643811,refs/tags/release-0.16.0
1245643811,refs/tags/release-0.16.1
1245643811,refs/tags/release-0.16.2
1245643811,refs/tags/release-0.16.3
1245643811,refs/tags/release-0.16.4
1245643811,refs/tags/release-0.17.0
1245643811,refs/tags/release-0.17.1
1245643811,refs/tags/release-0.17.2
1245643811,refs/tags/release-0.18.0
1245643811,refs/tags/release-0.18.1
1245643811,refs/tags/release-0.18.2
1245643811,refs/tags/release-0.18.3
1245643811,refs/tags/release-0.19.0
1245643811,refs/tags/release-0.19.1
1248333894,refs/tags/release-0.19.2
1246358270,refs/tags/release-0.19.2-rc0
1245643811,refs/tags/release-0.2.0
1245643811,refs/tags/release-0.2.1
1245643811,refs/tags/release-0.20.0
1252431240,refs/tags/release-0.20.1
1251477568,refs/tags/release-0.20.1-rc0
1251837216,refs/tags/release-0.20.1-rc1
1267161194,refs/tags/release-0.20.2
1265832916,refs/tags/release-0.20.2-rc1
1266358771,refs/tags/release-0.20.2-rc2
1266530835,refs/tags/release-0.20.2-rc3
1266565827,refs/tags/release-0.20.2-rc4
1305144732,refs/tags/release-0.20.203.0
1304358510,refs/tags/release-0.20.203.0-rc0
1304525608,refs/tags/release-0.20.203.0-rc1
1312274026,refs/tags/release-0.20.204-rc1
