timestamp,code|design-debt,requirement-debt,documentation-debt,test-debt
1473225075,46,91,0,2
1473664573,0,1,0,0
1473709061,0,1,0,0
1473962249,0,0,0,0
1474393771,0,0,0,0
1474397865,0,0,0,0
1475120579,4,0,0,0
1476211269,1,-1,0,0
1478134148,1,0,0,0
1478195103,1,0,0,0
1478284765,1,0,0,0
1485201954,1,0,0,0
1487974783,1,0,0,0
1487979992,1,0,0,0
1489102606,0,0,0,0
1489185520,0,-1,0,0
1490911275,18,2,0,0
1491863782,0,0,0,0
1492018380,1,0,0,0
1493689994,0,0,0,2
1493750312,0,0,0,0
1493768948,1,0,0,0
1494628738,1,0,0,0
1494738229,1,0,0,0
1495817915,0,0,0,0
1496901156,1,0,0,0
1497295075,0,0,0,2
1498250492,0,0,0,0
1501271191,1,-1,0,0
1502730233,0,-48,0,0
1505539896,1,0,0,0
1505849607,0,2,0,0
1506275827,1,0,0,0
1506694648,0,0,0,1
1507657767,-1,0,0,0
1509054962,3,0,0,0
1510724867,-2,0,0,0
1513896398,1,0,0,0
1516829919,2,0,0,0
1517965201,1,0,0,0
1518057101,0,1,0,0
1518369023,0,-1,0,0
1518491692,0,0,0,0
1519837215,-4,0,0,0
1519884630,0,-1,0,0
1519942846,-1,0,0,0
1520024841,0,0,0,1
1520124249,3,0,0,0
1520124250,6,2,0,0
1520124251,0,1,0,1
1520124252,4,2,0,0
1520124253,5,4,0,0
1520124254,0,-2,0,0
1520124773,-1,0,0,0
1520286590,0,0,0,0
1520304390,-2,0,0,0
1521152298,1,0,0,0
1522370388,-1,0,0,0
1523038154,-1,0,0,0
1523318886,1,0,0,0
1523379405,-1,0,0,0
1523416491,0,0,0,0
1523441769,1,0,0,0
1523648918,0,0,0,0
1523667439,0,1,0,0
1523859670,2,0,0,0
1524346208,1,-1,0,0
1524775025,1,0,0,0
1524775050,0,1,0,0
1524792694,1,0,0,0
1525126910,0,0,0,0
1525297390,0,1,0,0
1525334095,1,0,0,0
1525471240,0,0,0,0
1525726835,0,2,0,0
1525807275,0,0,0,0
1526017591,0,1,0,0
1526078436,1,0,0,0
1526491151,1,0,0,0
1526889268,-1,0,0,0
1526889434,1,0,0,0
1527137024,0,-1,0,0
1527709871,1,0,0,0
1528219535,0,-1,0,0
1528234708,1,0,0,0
1528919228,1,0,0,0
1529349328,0,2,0,0
1529544419,0,-1,0,0
1529684686,1,0,0,0
1530552329,0,0,0,0
1531003799,3,0,0,0
1531522447,2,0,0,0
1531719402,0,0,0,1
1532041696,-1,0,0,0
1532064425,0,0,0,0
1532413407,0,0,0,0
1533245619,1,0,0,0
1533576566,0,1,0,0
1534225751,0,1,0,0
1534269675,1,0,0,0
1534482261,0,0,0,0
1534520297,1,0,0,0
1534832513,2,0,0,0
1534874412,-1,0,0,0
1535066901,8,0,0,0
1535133521,0,1,0,0
1535439411,0,1,0,0
1535489585,1,0,0,0
1535529149,-1,0,0,0
1535694261,0,0,0,0
1536092442,2,0,0,0
1536257193,0,3,0,0
1536813159,-1,0,0,0
1536863377,0,-1,0,0
1537309332,1,0,0,0
1538419733,1,1,0,0
1538612597,1,0,0,0
1539369583,2,0,0,0
1539801693,-1,0,0,0
1539925167,0,1,0,0
1540231960,-1,0,0,0
1541034175,0,0,0,0
1541401936,1,0,0,0
1541872024,2,0,0,0
1542432522,1,0,0,0
1542827289,1,0,0,0
1542888324,-1,0,0,0
1543174920,1,0,0,0
1543358941,0,0,0,0
1543608550,0,2,0,0
1543809986,0,0,0,0
1543882909,0,0,1,0
1544468952,1,0,0,0
1544675845,0,0,0,0
1544826795,0,0,0,0
1544924255,0,1,0,0
1545301349,-2,0,0,0
1547047817,0,0,0,0
1547231376,1,0,0,0
1547488463,1,0,0,0
1549559295,0,0,0,0
1549805629,-1,0,0,0
1550015816,0,0,0,0
1551182602,0,0,2,0
1551691042,1,0,0,0
1552023770,1,0,0,0
1552043216,1,0,0,0
1553008936,5,2,0,0
1553487594,0,-1,0,0
1553833357,4,0,0,0
1553883071,0,0,2,0
1553886017,4,0,0,0
1554137556,0,0,0,0
1554407302,0,-2,0,0
1554706496,0,0,0,0
1554775786,1,0,0,0
1554821798,0,-1,0,0
1555372869,-1,0,0,0
1555919839,1,1,0,0
1556198920,-5,-1,0,0
1557105198,1,0,0,0
1558680889,0,0,0,0
1558739163,1,0,0,0
1558873084,-2,0,0,0
1558932496,2,1,0,0
1559152478,1,0,0,0
1559715743,1,1,0,0
1559811936,1,1,0,0
1561008640,-1,0,0,0
1562189483,-1,0,0,0
1562739427,0,-10,0,0
1562993924,1,0,0,0
1563860448,0,-3,0,0
1563933098,0,0,0,1
1564367072,1,0,0,0
1565791460,1,0,0,0
1566113977,0,1,0,0
1566147647,3,5,0,0
1566909728,-1,0,0,0
1566921116,0,-10,0,0
1566962024,1,0,0,0
1566977273,1,0,0,0
1566979345,0,0,0,1
1567174221,2,0,0,0
1568895952,1,0,0,0
1569641590,0,1,0,0
1570607372,1,0,0,0
1571987131,1,1,0,0
1572346355,0,-1,0,0
1572923227,-1,0,0,0
1573193735,0,-2,0,0
1574133073,2,0,0,0
1574150028,0,-3,0,0
1574214189,0,1,0,0
1581031656,0,0,0,1
1581298679,0,1,0,0
1581338803,2,0,0,0
1583633897,-2,0,0,0
1583950703,1,0,0,0
1584766931,2,0,0,0
1584766996,0,1,0,0
1584940440,2,0,0,0
1585391697,0,0,0,0
1586074530,0,0,0,0
1586115162,1,0,0,0
1586747339,2,0,0,0
1586747439,0,1,0,0
1586748840,0,0,0,0
1589835111,1,0,0,0
1589835231,-1,0,0,0
1590687271,0,0,0,0
1590816269,0,0,0,0
1591059677,6,0,0,0
1591083595,0,1,0,0
1591240655,-1,-1,0,0
1591315852,3,0,0,0
1591404659,-2,1,0,0
1591593185,0,0,0,0
1591614911,2,0,0,0
1594675913,0,1,0,0
1595867799,1,1,0,0
1596563566,0,0,0,0
1596618472,0,0,0,2
1596623561,0,0,0,2
1597055847,0,5,0,0
1598841280,0,-3,0,0
1599057151,0,-1,0,0
1599057389,3,0,0,0
1600316538,0,0,0,4
1601340617,1,0,0,0
1601475349,-1,0,0,0
1603072584,0,5,0,0
1603769671,1,0,0,0
1603813645,3,0,0,0
1603855878,0,0,0,0
1603875318,1,0,0,0
1603878422,1,0,0,0
1603960117,0,5,0,0
1603963817,1,0,0,0
1603963833,-1,0,0,0
1604020882,-1,-1,0,-1
1604881714,-1,0,0,-1
1605046494,1,0,0,0
1605076626,0,0,0,-1
1605230968,-2,-1,0,-2
1605240110,1,0,0,0
1605302658,0,0,0,0
1605584576,1,0,0,0
1605706535,1,0,0,0
1605921738,0,-1,0,0
1605928351,0,-1,0,0
1606266703,1,0,0,0
1606959520,1,1,0,0
1607067648,-1,0,0,0
1607307924,1,0,0,0
1607309942,1,0,0,0
1607309961,-1,0,0,0
1607606217,1,0,0,0
1607920017,-1,-1,0,0
1608106070,1,0,0,0
1608330050,-1,0,0,0
1608553693,-1,0,0,0
1609323861,1,0,0,0
1609893751,-3,0,0,0
1609986201,1,0,0,0
1610041488,0,0,0,2
1611192170,0,-1,0,0
1611628157,2,1,0,0
1611645340,1,0,0,0
1611660200,1,0,0,0
1611704334,1,-1,0,0
1611801445,0,0,0,2
1611828091,0,0,0,-1
1611865210,0,0,0,1
1611996532,0,0,0,-1
1612191341,1,2,0,0
1612226221,1,0,0,0
1612807726,1,0,0,0
1613164109,1,0,0,2
1613627512,-1,0,0,0
1613659933,1,0,0,2
1614656520,0,0,0,2
1615359228,3,0,0,0
1617642081,0,0,0,0
1617779929,0,0,0,0
1617998236,1,0,0,0
1618318718,3,0,0,0
1618533532,11,5,0,0
1618768920,2,0,0,0
1618961188,1,0,0,0
1619016098,1,0,0,0
1619816028,-2,0,0,0
1620704713,0,0,0,0
1620792176,4,0,0,0
1620879698,0,1,0,0
1620931922,1,0,0,0
1621329904,1,11,0,0
1622658609,1,0,0,0
1622668624,1,0,0,0
1623186587,1,0,0,0
1623369410,1,0,0,0
1623707459,1,0,0,0
1623707700,1,0,0,0
1623708172,1,0,0,0
1623996454,1,0,0,0
1624401058,-1,0,0,0
1624593868,1,0,0,0
1624649192,2,0,0,0
1624793430,1,0,0,0
1624898632,0,-2,0,0
1625252029,-1,0,0,0
1625623588,2,0,0,0
1625784055,0,0,1,0
1626099994,1,0,0,0
1626227198,1,0,0,0
1626349494,1,0,0,0
1626370841,0,2,0,0
1626663266,1,0,0,0
1626932890,2,0,0,0
1627005478,1,0,0,0
1627316384,0,0,1,0
1628061108,1,0,0,0
1628897085,0,1,0,0
1629195083,0,0,0,1
1629506024,-1,-1,0,0
1629532217,1,0,0,0
1629545558,1,0,0,0
1629879733,1,0,0,0
1631170929,1,0,0,0
1631170939,1,0,0,0
1631548218,0,0,0,2
1631806056,-1,0,0,0
1632424218,1,0,0,0
1632429168,1,0,0,0
1632923763,0,1,0,0
1633015310,1,0,0,0
1633509568,1,0,0,0
1635050515,0,0,0,0
1638369556,3,0,0,0
1638393453,0,0,0,0
1638644792,-1,0,0,0
1639247963,-1,0,0,0
1639464547,1,0,0,0
1639999003,0,0,0,0
1641306875,0,0,0,0
1641473618,0,0,0,0
1641829458,0,0,0,0
1642479007,0,0,0,1
1642491655,0,0,0,1
