timestamp,project,open_prs,cumsum
2018-01-10 00:00:00+00:00,druid,0,3391
2018-01-17 00:00:00+00:00,druid,3,3351
2018-01-24 00:00:00+00:00,druid,1,3910
2018-01-31 00:00:00+00:00,druid,7,6828
2018-02-07 00:00:00+00:00,druid,-5,4506
2018-02-14 00:00:00+00:00,druid,-2,3545
2018-02-21 00:00:00+00:00,druid,1,2955
2018-02-28 00:00:00+00:00,druid,4,6474
2018-03-07 00:00:00+00:00,druid,-6,1661
2018-03-14 00:00:00+00:00,druid,-1,3398
2018-03-21 00:00:00+00:00,druid,5,2499
2018-03-28 00:00:00+00:00,druid,0,3169
2018-04-04 00:00:00+00:00,druid,0,8908
2018-04-11 00:00:00+00:00,druid,-3,5926
2018-04-18 00:00:00+00:00,druid,12,4735
2018-04-25 00:00:00+00:00,druid,-1,4586
2018-05-02 00:00:00+00:00,druid,2,4640
2018-05-09 00:00:00+00:00,druid,-2,2584
2018-05-16 00:00:00+00:00,druid,3,1688
2018-05-23 00:00:00+00:00,druid,0,1586
2018-05-30 00:00:00+00:00,druid,1,2289
2018-06-06 00:00:00+00:00,druid,1,4438
2018-06-13 00:00:00+00:00,druid,-5,2225
2018-06-20 00:00:00+00:00,druid,-3,1658
2018-06-27 00:00:00+00:00,druid,5,2978
2018-07-04 00:00:00+00:00,druid,-3,11822
2018-07-11 00:00:00+00:00,druid,1,3454
2018-07-18 00:00:00+00:00,druid,2,2337
2018-07-25 00:00:00+00:00,druid,-1,6657
2018-08-01 00:00:00+00:00,druid,4,3640
2018-08-08 00:00:00+00:00,druid,-4,7956
2018-08-15 00:00:00+00:00,druid,1,4299
2018-08-22 00:00:00+00:00,druid,8,9667
2018-08-29 00:00:00+00:00,druid,2,5289
2018-09-05 00:00:00+00:00,druid,2,3677
2018-09-12 00:00:00+00:00,druid,-4,4723
2018-09-19 00:00:00+00:00,druid,6,6272
2018-09-26 00:00:00+00:00,druid,-11,7733
2018-10-03 00:00:00+00:00,druid,7,3985
2018-10-10 00:00:00+00:00,druid,-9,7967
2018-10-17 00:00:00+00:00,druid,-4,4427
2018-10-24 00:00:00+00:00,druid,6,3395
2018-10-31 00:00:00+00:00,druid,-3,4186
2018-11-07 00:00:00+00:00,druid,8,7077
2018-11-14 00:00:00+00:00,druid,-7,5849
2018-11-21 00:00:00+00:00,druid,1,3917
2018-11-28 00:00:00+00:00,druid,2,5707
2018-12-05 00:00:00+00:00,druid,1,2621
2018-12-12 00:00:00+00:00,druid,5,5107
2018-12-19 00:00:00+00:00,druid,5,3843
2018-12-26 00:00:00+00:00,druid,4,1186
2019-01-02 00:00:00+00:00,druid,-5,5457
2019-01-09 00:00:00+00:00,druid,-9,5455
2019-01-16 00:00:00+00:00,druid,3,4447
2019-01-23 00:00:00+00:00,druid,13,6528
2019-01-30 00:00:00+00:00,druid,0,9563
2019-02-06 00:00:00+00:00,druid,7,8628
2019-02-13 00:00:00+00:00,druid,-4,5760
2019-02-20 00:00:00+00:00,druid,3,8065
2019-02-27 00:00:00+00:00,druid,-7,10139
2019-03-06 00:00:00+00:00,druid,-84,14234
2019-03-13 00:00:00+00:00,druid,4,5722
2019-03-20 00:00:00+00:00,druid,5,4466
2019-03-27 00:00:00+00:00,druid,-7,3786
2019-04-03 00:00:00+00:00,druid,-3,3209
2019-04-10 00:00:00+00:00,druid,-8,4137
2019-04-17 00:00:00+00:00,druid,-4,2713
2019-04-24 00:00:00+00:00,druid,0,2749
2019-05-01 00:00:00+00:00,druid,2,2037
2019-05-08 00:00:00+00:00,druid,6,3513
2019-05-15 00:00:00+00:00,druid,0,6549
2019-05-22 00:00:00+00:00,druid,-7,5549
2019-05-29 00:00:00+00:00,druid,4,4076
2019-06-05 00:00:00+00:00,druid,-4,2278
2019-06-12 00:00:00+00:00,druid,1,2953
2019-06-19 00:00:00+00:00,druid,1,2349
2019-06-26 00:00:00+00:00,druid,9,4207
2019-07-03 00:00:00+00:00,druid,-2,3638
2019-07-10 00:00:00+00:00,druid,5,2756
2019-07-17 00:00:00+00:00,druid,1,3213
2019-07-24 00:00:00+00:00,druid,0,4920
2019-07-31 00:00:00+00:00,druid,-7,5023
2019-08-07 00:00:00+00:00,druid,-1,2861
2019-08-14 00:00:00+00:00,druid,1,4353
2019-08-21 00:00:00+00:00,druid,-2,6531
2019-08-28 00:00:00+00:00,druid,-1,3071
2019-09-04 00:00:00+00:00,druid,-4,4208
2019-09-11 00:00:00+00:00,druid,3,4488
2019-09-18 00:00:00+00:00,druid,-2,2380
2019-09-25 00:00:00+00:00,druid,-5,1985
2019-10-02 00:00:00+00:00,druid,6,1558
2019-10-09 00:00:00+00:00,druid,-2,1570
2019-10-16 00:00:00+00:00,druid,2,2032
2019-10-23 00:00:00+00:00,druid,6,4091
2019-10-30 00:00:00+00:00,druid,10,3107
2019-11-06 00:00:00+00:00,druid,-7,2831
2019-11-13 00:00:00+00:00,druid,3,4033
2019-11-20 00:00:00+00:00,druid,-11,2890
2019-11-27 00:00:00+00:00,druid,2,3013
2019-12-04 00:00:00+00:00,druid,-1,2538
2019-12-11 00:00:00+00:00,druid,4,4185
2019-12-18 00:00:00+00:00,druid,-8,3606
2019-12-25 00:00:00+00:00,druid,8,712
2020-01-01 00:00:00+00:00,druid,4,2825
2020-01-08 00:00:00+00:00,druid,9,3819
2020-01-15 00:00:00+00:00,druid,-7,6571
2020-01-22 00:00:00+00:00,druid,3,3266
2020-01-29 00:00:00+00:00,druid,-1,3430
2020-02-05 00:00:00+00:00,druid,-5,3135
2020-02-12 00:00:00+00:00,druid,-9,2226
2020-02-19 00:00:00+00:00,druid,-4,1667
2020-02-26 00:00:00+00:00,druid,5,2559
2020-03-04 00:00:00+00:00,druid,-2,3320
2020-03-11 00:00:00+00:00,druid,-6,1930
2020-03-18 00:00:00+00:00,druid,-5,2120
2020-03-25 00:00:00+00:00,druid,8,2183
2020-04-01 00:00:00+00:00,druid,12,3893
2020-04-08 00:00:00+00:00,druid,-3,5665
2020-04-15 00:00:00+00:00,druid,12,2906
2020-04-22 00:00:00+00:00,druid,-3,4081
2020-04-29 00:00:00+00:00,druid,1,3398
2020-05-06 00:00:00+00:00,druid,1,2221
2020-05-13 00:00:00+00:00,druid,5,2191
2020-05-20 00:00:00+00:00,druid,6,2566
2020-05-27 00:00:00+00:00,druid,0,3997
2020-06-03 00:00:00+00:00,druid,-1,2782
2020-06-10 00:00:00+00:00,druid,1,3658
2020-06-17 00:00:00+00:00,druid,-10,3369
2020-06-24 00:00:00+00:00,druid,-5,4359
2020-07-01 00:00:00+00:00,druid,6,4957
2020-07-08 00:00:00+00:00,druid,-10,3737
2020-07-15 00:00:00+00:00,druid,1,1153
2020-07-22 00:00:00+00:00,druid,-1,1108
2020-07-29 00:00:00+00:00,druid,-2,907
2020-08-05 00:00:00+00:00,druid,4,1632
2020-08-12 00:00:00+00:00,druid,6,2540
2020-08-19 00:00:00+00:00,druid,2,2060
2020-08-26 00:00:00+00:00,druid,-4,1853
2020-09-02 00:00:00+00:00,druid,6,2098
2020-09-09 00:00:00+00:00,druid,-1,3156
2020-09-16 00:00:00+00:00,druid,-1,2349
2020-09-23 00:00:00+00:00,druid,5,3939
2020-09-30 00:00:00+00:00,druid,0,3946
2020-10-07 00:00:00+00:00,druid,-6,3478
2020-10-14 00:00:00+00:00,druid,-3,809
2020-10-21 00:00:00+00:00,druid,3,1380
2020-10-28 00:00:00+00:00,druid,1,1568
2020-11-04 00:00:00+00:00,druid,3,1186
2020-11-11 00:00:00+00:00,druid,-3,1469
2020-11-18 00:00:00+00:00,druid,-3,1283
2020-11-25 00:00:00+00:00,druid,0,1037
2020-12-02 00:00:00+00:00,druid,7,3640
2020-12-09 00:00:00+00:00,druid,-2,2365
2020-12-16 00:00:00+00:00,druid,1,1965
2020-12-23 00:00:00+00:00,druid,-4,1794
2020-12-30 00:00:00+00:00,druid,3,857
2021-01-06 00:00:00+00:00,druid,-10,2699
2021-01-13 00:00:00+00:00,druid,7,2774
2021-01-20 00:00:00+00:00,druid,5,1598
2021-01-27 00:00:00+00:00,druid,5,3341
2021-02-03 00:00:00+00:00,druid,-1,3687
2021-02-10 00:00:00+00:00,druid,5,2340
2021-02-17 00:00:00+00:00,druid,4,2904
2021-02-24 00:00:00+00:00,druid,3,1594
2021-03-03 00:00:00+00:00,druid,-5,3980
2021-03-10 00:00:00+00:00,druid,0,3158
2021-03-17 00:00:00+00:00,druid,5,2505
2021-03-24 00:00:00+00:00,druid,1,3515
2021-03-31 00:00:00+00:00,druid,2,2318
2021-04-07 00:00:00+00:00,druid,-7,7235
2021-04-14 00:00:00+00:00,druid,4,2580
2021-04-21 00:00:00+00:00,druid,12,3851
2021-04-28 00:00:00+00:00,druid,-2,4258
2021-05-05 00:00:00+00:00,druid,-2,5781
2021-05-12 00:00:00+00:00,druid,8,3866
2021-05-19 00:00:00+00:00,druid,4,3389
2021-05-26 00:00:00+00:00,druid,-4,2209
2021-06-02 00:00:00+00:00,druid,5,4488
2021-06-09 00:00:00+00:00,druid,2,3537
2021-06-16 00:00:00+00:00,druid,2,2390
2021-06-23 00:00:00+00:00,druid,0,2167
2021-06-30 00:00:00+00:00,druid,-2,1900
2021-07-07 00:00:00+00:00,druid,1,3998
2021-07-14 00:00:00+00:00,druid,9,4430
2021-07-21 00:00:00+00:00,druid,5,6151
2021-07-28 00:00:00+00:00,druid,3,6946
2021-08-04 00:00:00+00:00,druid,-2,6568
2021-08-11 00:00:00+00:00,druid,1,5285
2021-08-18 00:00:00+00:00,druid,0,4075
2021-08-25 00:00:00+00:00,druid,-6,3236
2021-09-01 00:00:00+00:00,druid,3,1705
2021-09-08 00:00:00+00:00,druid,3,8059
2021-09-15 00:00:00+00:00,druid,6,4428
2021-09-22 00:00:00+00:00,druid,9,2798
2021-09-29 00:00:00+00:00,druid,3,5429
2021-10-06 00:00:00+00:00,druid,-8,4718
2021-10-13 00:00:00+00:00,druid,4,2992
2021-10-20 00:00:00+00:00,druid,-1,6610
2021-10-27 00:00:00+00:00,druid,0,4531
2021-11-03 00:00:00+00:00,druid,14,6613
2021-11-10 00:00:00+00:00,druid,-1,7830
2021-11-17 00:00:00+00:00,druid,8,11652
2021-11-24 00:00:00+00:00,druid,-1,5441
2021-12-01 00:00:00+00:00,druid,-8,8331
2021-12-08 00:00:00+00:00,druid,8,8173
2021-12-15 00:00:00+00:00,druid,0,3677
2021-12-22 00:00:00+00:00,druid,6,2389
2021-12-29 00:00:00+00:00,druid,6,1787
2022-01-05 00:00:00+00:00,druid,3,6435
2022-01-12 00:00:00+00:00,druid,0,7308
2022-01-19 00:00:00+00:00,druid,10,7233
2022-01-26 00:00:00+00:00,druid,3,6756
2022-02-02 00:00:00+00:00,druid,-1,6883
2022-02-09 00:00:00+00:00,druid,-2,5881
2022-02-16 00:00:00+00:00,druid,-1,2884
2022-02-23 00:00:00+00:00,druid,0,4640
2022-03-02 00:00:00+00:00,druid,3,8750
2022-03-09 00:00:00+00:00,druid,-4,5370
2022-03-16 00:00:00+00:00,druid,3,7652
2022-03-23 00:00:00+00:00,druid,-1,5696
2022-03-30 00:00:00+00:00,druid,7,6140
2022-04-06 00:00:00+00:00,druid,7,8310
2022-04-13 00:00:00+00:00,druid,-1,9219
2022-04-20 00:00:00+00:00,druid,0,7877
2022-04-27 00:00:00+00:00,druid,-12,7661
2022-05-04 00:00:00+00:00,druid,-3,2149
2022-05-11 00:00:00+00:00,druid,-5,8635
2022-05-18 00:00:00+00:00,druid,-2,11725
2022-05-25 00:00:00+00:00,druid,7,5927
2022-06-01 00:00:00+00:00,druid,-1,9445
2022-06-08 00:00:00+00:00,druid,9,7727
2022-06-15 00:00:00+00:00,druid,1,7012
2022-06-22 00:00:00+00:00,druid,-8,7860
2022-06-29 00:00:00+00:00,druid,4,6302
2022-07-06 00:00:00+00:00,druid,-2,8670
2022-07-13 00:00:00+00:00,druid,-4,8157
2022-07-20 00:00:00+00:00,druid,4,5835
2022-07-27 00:00:00+00:00,druid,8,7930
2022-08-03 00:00:00+00:00,druid,-6,9933
2022-08-10 00:00:00+00:00,druid,-6,8993
2022-08-17 00:00:00+00:00,druid,6,9539
2022-08-24 00:00:00+00:00,druid,-6,18606
2022-08-31 00:00:00+00:00,druid,3,8321
2022-09-07 00:00:00+00:00,druid,6,16045
2022-09-14 00:00:00+00:00,druid,2,13552
2022-09-21 00:00:00+00:00,druid,-11,7570
2022-09-28 00:00:00+00:00,druid,7,8353
2022-10-05 00:00:00+00:00,druid,1,8187
2022-10-12 00:00:00+00:00,druid,-1,8184
2022-10-19 00:00:00+00:00,druid,10,6506
2022-10-26 00:00:00+00:00,druid,-2,10429
2022-11-02 00:00:00+00:00,druid,-8,13581
2022-11-09 00:00:00+00:00,druid,11,12824
2022-11-16 00:00:00+00:00,druid,8,15619
2022-11-23 00:00:00+00:00,druid,6,15641
2022-11-30 00:00:00+00:00,druid,8,18850
2022-12-07 00:00:00+00:00,druid,5,17619
2022-12-14 00:00:00+00:00,druid,-5,19428
2022-12-21 00:00:00+00:00,druid,0,5596
2022-12-28 00:00:00+00:00,druid,2,1401
2023-01-04 00:00:00+00:00,druid,6,7566
2023-01-11 00:00:00+00:00,druid,-2,11861
2023-01-18 00:00:00+00:00,druid,0,7644
2023-01-25 00:00:00+00:00,druid,7,7455
2023-02-01 00:00:00+00:00,druid,3,14482
2023-02-08 00:00:00+00:00,druid,9,13741
2023-02-15 00:00:00+00:00,druid,-9,11321
2023-02-22 00:00:00+00:00,druid,-4,13195
2023-03-01 00:00:00+00:00,druid,0,14153
2023-03-08 00:00:00+00:00,druid,3,15858
2023-03-15 00:00:00+00:00,druid,-1,8572
2023-03-22 00:00:00+00:00,druid,0,14175
2023-03-29 00:00:00+00:00,druid,6,13722
2023-04-05 00:00:00+00:00,druid,1,18525
2023-04-12 00:00:00+00:00,druid,-1,20497
2023-04-19 00:00:00+00:00,druid,12,19488
2023-04-26 00:00:00+00:00,druid,2,17742
2023-05-03 00:00:00+00:00,druid,-3,16537
2023-05-10 00:00:00+00:00,druid,5,23557
2023-05-17 00:00:00+00:00,druid,0,19232
2023-05-24 00:00:00+00:00,druid,-1,9357
2023-05-31 00:00:00+00:00,druid,-2,10514
2023-06-07 00:00:00+00:00,druid,13,13808
2023-06-14 00:00:00+00:00,druid,1,16932
