timestamp,project,release_name
1396906731,druid,refs/tags/druid-0.6.84
1396982680,druid,refs/tags/druid-0.6.85
1396999660,druid,refs/tags/druid-0.6.86
1397154782,druid,refs/tags/druid-0.6.87
1397159776,druid,refs/tags/druid-0.6.88
1397169576,druid,refs/tags/druid-0.6.89
1383952481,druid,refs/tags/druid-0.6.9
1397597213,druid,refs/tags/druid-0.6.90
1397672788,druid,refs/tags/druid-0.6.91
1397673630,druid,refs/tags/druid-0.6.92
1397773826,druid,refs/tags/druid-0.6.93
1397847218,druid,refs/tags/druid-0.6.94
1397868272,druid,refs/tags/druid-0.6.95
1398107795,druid,refs/tags/druid-0.6.96
1398144383,druid,refs/tags/druid-0.6.97
1398144878,druid,refs/tags/druid-0.6.98
1398211827,druid,refs/tags/druid-0.6.99
1424730478,druid,refs/tags/druid-0.7.0
1421792631,druid,refs/tags/druid-0.7.0-rc1
1422994001,druid,refs/tags/druid-0.7.0-rc2
1423786556,druid,refs/tags/druid-0.7.0-rc3
1427758520,druid,refs/tags/druid-0.7.1
1426793893,druid,refs/tags/druid-0.7.1-rc1
1428616221,druid,refs/tags/druid-0.7.1.1
1431119569,druid,refs/tags/druid-0.7.2
1432753047,druid,refs/tags/druid-0.7.3
1436979502,druid,refs/tags/druid-0.8.0
1434674114,druid,refs/tags/druid-0.8.0-rc1
1435798645,druid,refs/tags/druid-0.8.0-rc2
1442382270,druid,refs/tags/druid-0.8.1
1439856724,druid,refs/tags/druid-0.8.1-rc1
1440528779,druid,refs/tags/druid-0.8.1-rc2
1441211451,druid,refs/tags/druid-0.8.1-rc3
1447796502,druid,refs/tags/druid-0.8.2
1444884617,druid,refs/tags/druid-0.8.2-rc1
1446060575,druid,refs/tags/druid-0.8.2-rc2
1453849336,druid,refs/tags/druid-0.8.3
1449200099,druid,refs/tags/druid-0.8.3-rc1
1450388224,druid,refs/tags/druid-0.8.3-rc2
1452037220,druid,refs/tags/druid-0.8.3-rc3
1452218514,druid,refs/tags/druid-0.8.3-rc4
1452637089,druid,refs/tags/druid-0.8.3-rc5
1460494805,druid,refs/tags/druid-0.9.0
1455150338,druid,refs/tags/druid-0.9.0-rc1
1456274748,druid,refs/tags/druid-0.9.0-rc2
1458099041,druid,refs/tags/druid-0.9.0-rc3
1467156056,druid,refs/tags/druid-0.9.1
1464735148,druid,refs/tags/druid-0.9.1-rc1
1465354557,druid,refs/tags/druid-0.9.1-rc2
1465403803,druid,refs/tags/druid-0.9.1-rc3
1465925077,druid,refs/tags/druid-0.9.1-rc4
1467220512,druid,refs/tags/druid-0.9.1.1
1480623219,druid,refs/tags/druid-0.9.2
1474669027,druid,refs/tags/druid-0.9.2-rc1
1478212591,druid,refs/tags/druid-0.9.2-rc2
1479242664,druid,refs/tags/druid-0.9.2-rc3
1662785698,druid,refs/tags/druid-24.0.0
1662646726,druid,refs/tags/druid-24.0.0-rc1
1662785698,druid,refs/tags/druid-24.0.0-rc2
1667708709,druid,refs/tags/druid-24.0.1
1667708709,druid,refs/tags/druid-24.0.1-rc1
1669298378,druid,refs/tags/druid-24.0.2
1669298378,druid,refs/tags/druid-24.0.2-rc1
1671714493,druid,refs/tags/druid-25.0.0
1671477649,druid,refs/tags/druid-25.0.0-rc1
1671714493,druid,refs/tags/druid-25.0.0-rc2
1684488811,druid,refs/tags/druid-26.0.0
1683881841,druid,refs/tags/druid-26.0.0-rc1
1684356792,druid,refs/tags/druid-26.0.0-rc2
1684488811,druid,refs/tags/druid-26.0.0-rc3
1691150466,druid,refs/tags/druid-27.0.0
1691150466,druid,refs/tags/druid-27.0.0-rc1
1699294387,druid,refs/tags/druid-28.0.0
1699294387,druid,refs/tags/druid-28.0.0-rc1
1702068800,druid,refs/tags/druid-28.0.1
1702068800,druid,refs/tags/druid-28.0.1-rc1
1473225075,pulsar,refs/tags/v1.14
1476829296,pulsar,refs/tags/v1.15
1477602016,pulsar,refs/tags/v1.15.1
1478195358,pulsar,refs/tags/v1.15.2
1481673377,pulsar,refs/tags/v1.15.3
1481763831,pulsar,refs/tags/v1.15.4
1483507086,pulsar,refs/tags/v1.15.5
1484952615,pulsar,refs/tags/v1.15.6
1485393171,pulsar,refs/tags/v1.15.7
1486075117,pulsar,refs/tags/v1.16
1487989611,pulsar,refs/tags/v1.16.1
1488243270,pulsar,refs/tags/v1.16.2
1488593451,pulsar,refs/tags/v1.16.3
1489181463,pulsar,refs/tags/v1.16.4
1490391899,pulsar,refs/tags/v1.16.5
1490926453,pulsar,refs/tags/v1.17
1490937414,pulsar,refs/tags/v1.17.1
1491527156,pulsar,refs/tags/v1.17.2
1492722389,pulsar,refs/tags/v1.17.3
1493101774,pulsar,refs/tags/v1.17.4
1493773304,pulsar,refs/tags/v1.17.5
1497663678,pulsar,refs/tags/v1.18
1501529239,pulsar,refs/tags/v1.19.0-incubating
1501529239,pulsar,refs/tags/v1.19.0-incubating-candidate-0
1506870322,pulsar,refs/tags/v1.20.0-incubating
1506870322,pulsar,refs/tags/v1.20.0-incubating-candidate-0
1512553264,pulsar,refs/tags/v1.21.0-incubating
1510164496,pulsar,refs/tags/v1.21.0-incubating-candidate-0
1511945604,pulsar,refs/tags/v1.21.0-incubating-candidate-1
1512003921,pulsar,refs/tags/v1.21.0-incubating-candidate-2
1512553264,pulsar,refs/tags/v1.21.0-incubating-candidate-3
1519185886,pulsar,refs/tags/v1.22.0-incubating
1518657607,pulsar,refs/tags/v1.22.0-incubating-candidate-0
1518851987,pulsar,refs/tags/v1.22.0-incubating-candidate-1
1519149410,pulsar,refs/tags/v1.22.0-incubating-candidate-2
1519185886,pulsar,refs/tags/v1.22.0-incubating-candidate-3
1527552126,pulsar,refs/tags/v1.22.1-incubating
1525851977,pulsar,refs/tags/v1.22.1-incubating-candidate-1
1527552126,pulsar,refs/tags/v1.22.1-incubating-candidate-2
1526861733,pulsar,refs/tags/v2.0.0-rc1-incubating
1525242596,pulsar,refs/tags/v2.0.0-rc1-incubating-candidate-1
1525382366,pulsar,refs/tags/v2.0.0-rc1-incubating-candidate-2
1525816017,pulsar,refs/tags/v2.0.0-rc1-incubating-candidate-3
1526337484,pulsar,refs/tags/v2.0.0-rc1-incubating-candidate-4
1526861733,pulsar,refs/tags/v2.0.0-rc1-incubating-candidate-5
1528435925,pulsar,refs/tags/v2.0.1-incubating
1528163160,pulsar,refs/tags/v2.0.1-incubating-candidate-1
1528435925,pulsar,refs/tags/v2.0.1-incubating-candidate-2
1532033899,pulsar,refs/tags/v2.1.0-incubating
1529939397,pulsar,refs/tags/v2.1.0-incubating-candidate-1
1530054630,pulsar,refs/tags/v2.1.0-incubating-candidate-2
1530224920,pulsar,refs/tags/v2.1.0-incubating-candidate-3
1530262140,pulsar,refs/tags/v2.1.0-incubating-candidate-4
1532033899,pulsar,refs/tags/v2.1.0-incubating-candidate-5
1536271686,pulsar,refs/tags/v2.1.1-incubating
1536271686,pulsar,refs/tags/v2.1.1-incubating-candidate-1
1648228509,pulsar,refs/tags/v2.10.0
1645157053,pulsar,refs/tags/v2.10.0-candidate-1
1646103759,pulsar,refs/tags/v2.10.0-candidate-2
1647066379,pulsar,refs/tags/v2.10.0-candidate-3
1647668673,pulsar,refs/tags/v2.10.0-candidate-4
1648228509,pulsar,refs/tags/v2.10.0-candidate-5
1655092306,pulsar,refs/tags/v2.10.1
1655092306,pulsar,refs/tags/v2.10.1-candidate-1
1665564310,pulsar,refs/tags/v2.10.2
1664163250,pulsar,refs/tags/v2.10.2-candidate-1
1664864562,pulsar,refs/tags/v2.10.2-candidate-2
1665564310,pulsar,refs/tags/v2.10.2-candidate-3
1671852453,pulsar,refs/tags/v2.10.3
1671852453,pulsar,refs/tags/v2.10.3-candidate-1
1681221655,pulsar,refs/tags/v2.10.4
1677745216,pulsar,refs/tags/v2.10.4-candidate-1
1678500629,pulsar,refs/tags/v2.10.4-candidate-2
1679384822,pulsar,refs/tags/v2.10.4-candidate-3
1681221655,pulsar,refs/tags/v2.10.4-candidate-4
1690512432,pulsar,refs/tags/v2.10.5
1689748099,pulsar,refs/tags/v2.10.5-candidate-1
