date,open_issues
1473267378.0,1
1473656589.0,2
1473723828.0,3
1473726424.0,4
1473785386.0,5
1473794269.0,6
1473805724.0,5
1474069950.0,6
1474146005.0,7
1474195401.0,8
1474233290.0,7
1474270037.0,8
1474301023.0,9
1474304028.0,8
1474318633.0,7
1474365986.0,8
1474452448.0,9
1474524213.0,8
1474563138.0,9
1474569899.0,8
1474571352.0,7
1474587593.0,6
1474926567.0,5
1474995504.0,6
1475000082.0,7
1475006556.0,6
1475006556.0,5
1476280995.0,6
1476406817.0,7
1476465348.0,6
1476728729.0,7
1476755767.0,6
1476814598.0,7
1477285735.0,8
1477326143.0,9
1477336274.0,10
1477338374.0,9
1477357633.0,8
1477473396.0,9
1477680486.0,10
1477680808.0,11
1477685382.0,10
1478025804.0,11
1478981068.0,12
1479146843.0,11
1479239009.0,12
1479319096.0,11
1479320693.0,10
1479326266.0,11
1479336384.0,12
1479338505.0,11
1479410207.0,12
1479516463.0,11
1479662001.0,10
1479667790.0,9
1480623131.0,8
1480661173.0,9
1480661409.0,10
1480661547.0,11
1480663747.0,12
1480663835.0,13
1480663987.0,14
1481206984.0,15
1482269750.0,16
1482346110.0,15
1482347039.0,16
1482788610.0,17
1485353244.0,18
1485353992.0,19
1485801214.0,20
1485904611.0,19
1485907181.0,20
1486152299.0,21
1486156078.0,22
1486413481.0,23
1486429276.0,22
1486515570.0,23
1486599023.0,24
1486675731.0,25
1487010449.0,26
1487010495.0,27
1487051869.0,26
1487106225.0,25
1487121979.0,26
1487270855.0,27
1487366523.0,26
1487372346.0,25
1487375729.0,24
1487376022.0,25
1487431939.0,24
1487431993.0,23
1487444055.0,24
1487452182.0,23
1487452465.0,24
1487454414.0,23
1487630167.0,22
1487702620.0,23
1487868340.0,24
1487868400.0,25
1487868448.0,24
1487871535.0,25
1487872013.0,24
1487891946.0,25
1487967733.0,26
1487982590.0,27
1488072205.0,26
1488221741.0,27
1488221906.0,26
1488226521.0,27
1488276517.0,28
1488346049.0,27
1488376772.0,28
1488403289.0,29
1488403501.0,30
1488414034.0,31
1488423662.0,30
1488425210.0,29
1488427271.0,30
1488427414.0,31
1488430898.0,30
1488439588.0,29
1488461796.0,30
1488484896.0,29
1488741303.0,28
1488784737.0,29
1488840044.0,30
1488847948.0,31
1488915327.0,30
1489442846.0,31
1490082696.0,32
1490209648.0,33
1490211969.0,34
1490212904.0,35
1490286985.0,34
1490296120.0,33
1490377810.0,34
1490377819.0,33
1490378399.0,32
1490391629.0,31
1490391870.0,30
1490393683.0,29
1490867736.0,30
1490983184.0,29
1491338202.0,30
1491591652.0,29
1491593436.0,30
1491866343.0,31
1491947262.0,32
1492132034.0,33
1492569391.0,32
1492727642.0,33
1493055477.0,32
1493068332.0,33
1493144776.0,34
1493146652.0,35
1493285231.0,36
1493420998.0,37
1493507085.0,36
1493775640.0,37
1493932008.0,36
1494022913.0,35
1494033174.0,34
1494263809.0,35
1494397821.0,36
1494530903.0,37
1494556401.0,36
1494650580.0,37
1494944207.0,38
1495148135.0,39
1495218934.0,40
1495221180.0,39
1495449863.0,40
1495752028.0,41
1496192804.0,42
1496434432.0,41
1496819033.0,40
1496819037.0,41
1496882092.0,42
1496882179.0,43
1496887339.0,44
1497043170.0,43
1497043191.0,42
1497046058.0,43
1497074481.0,42
1497260856.0,43
1497404613.0,44
1497469526.0,43
1497484210.0,42
1497484249.0,41
1497485509.0,40
1497486703.0,41
1497486927.0,40
1497549820.0,39
1497641299.0,38
1497899929.0,37
1497986804.0,38
1498000188.0,39
1498006959.0,40
1498028394.0,41
1498069987.0,40
1498080882.0,41
1498225550.0,42
1498510547.0,41
1498688127.0,42
1498763504.0,41
1498850450.0,42
1498850469.0,41
1498861730.0,40
1499387469.0,39
1499387617.0,38
1499388273.0,39
1500074537.0,40
1500232229.0,41
1500268717.0,42
1500335262.0,43
